numitems,bitsperitem,instance_id,objective,use_lower_bound,diff,runtime
10,16,8,maximize-smallest-sum,False,114.0,0.0146376999999999
10,48,4,maximize-smallest-sum,False,1650803890766.0,0.014256399999999836
10,16,0,maximize-smallest-sum,False,104.0,0.0136395
10,48,0,maximize-smallest-sum,False,2408554628535.0,0.0134066000000001
10,48,8,maximize-smallest-sum,False,308137688583.0,0.013213999999999837
10,16,9,maximize-smallest-sum,False,256.0,0.0131111999999999
10,48,3,maximize-smallest-sum,False,1845499689246.0,0.0130928000000003
10,32,9,maximize-smallest-sum,False,9708820.0,0.0128691999999999
10,16,3,maximize-smallest-sum,False,48.0,0.0127956
10,32,0,maximize-smallest-sum,False,1960940.0,0.0126687999999999
10,16,6,maximize-smallest-sum,False,557.0,0.0121587
10,16,7,maximize-smallest-sum,False,51.0,0.0121454999999999
15,48,1,minimize-largest-sum,True,95900948349.0,0.012122700000000819
10,48,2,maximize-smallest-sum,False,447045842069.0,0.0119163000000002
10,32,4,maximize-smallest-sum,False,15955039.0,0.0118260999999999
10,48,4,minimize-largest-sum,False,2379961924448.0,0.009683300000000061
10,32,7,minimize-largest-sum,False,37933418.0,0.0087492
10,48,5,maximize-smallest-sum,True,483112522026.0,0.008089299999999966
10,32,1,maximize-smallest-sum,True,37266753.0,0.0069284
10,32,6,maximize-smallest-sum,True,12364698.0,0.0065458999999998
10,48,3,minimize-largest-sum,False,1178248545062.0,0.006527600000000078
10,48,6,minimize-largest-sum,False,478587268660.0,0.00647590000000009
10,16,8,minimize-largest-sum,False,83.0,0.0064717999999999
10,32,6,minimize-largest-sum,False,4650915.0,0.0061728999999999
10,48,8,minimize-largest-sum,False,270304861731.0,0.00607000000000002
10,16,7,minimize-largest-sum,False,319.0,0.0059914999999999
10,48,8,maximize-smallest-sum,True,4489628343552.0,0.0057938999999997964
10,32,3,minimize-largest-sum,False,53406645.0,0.0054122999999999
10,32,8,minimize-largest-sum,False,22731482.0,0.0053443000000001
10,16,0,minimize-largest-sum,False,659.0,0.0050124
10,32,2,minimize-largest-sum,False,19232968.0,0.0049527999999998
10,32,0,minimize-largest-sum,False,11686834.0,0.0049142000000002
10,16,4,maximize-smallest-sum,True,44.0,0.0047007
10,32,1,minimize-largest-sum,False,7191546.0,0.0046048
10,32,0,minimize-largest-sum,True,52409137.0,0.0044376000000001
10,32,7,minimize-largest-sum,True,3658152.0,0.0044237
10,32,5,maximize-smallest-sum,True,4322371.0,0.0042999999999999
10,48,8,minimize-largest-sum,True,441586933250.0,0.00429030000000008
10,32,4,minimize-largest-sum,False,9579098.0,0.0042394999999999
10,48,5,minimize-largest-sum,False,486383770031.0,0.004222100000000006
10,16,6,minimize-largest-sum,False,197.0,0.0040321999999999
10,32,7,maximize-smallest-sum,True,41432976.0,0.0036962
10,48,0,minimize-largest-sum,False,58323314476.0,0.0036920999999998
10,16,3,minimize-largest-sum,False,331.0,0.0036722
10,16,6,maximize-smallest-sum,True,2176.0,0.0034947
10,16,1,minimize-largest-sum,False,367.0,0.0034078999999999
10,48,4,maximize-smallest-sum,True,549084930649.0,0.003217999999999943
10,48,6,minimize-largest-sum,True,1960034824593.0,0.003120900000000093
